canonicalsmiles,mw,xlogp,polararea,rotbonds,hbonddonor,hbondacc,charge,anti_inflammatory
CC12CCC3C(C1CCC2=O)CC=C4C3(CCC(C4)O)C,288.4,3.2,37.3,0,1,2,0,0
CC1C(C(CC(O1)OC2CC(CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=O)CO)O)N)O,543.5,1.3,206.0,5,6,12,0,0
CC(=O)NC(CCC(=O)O)C(=O)O,189.17,-1.8,104.0,5,3,5,0,0
CC(C)(C)NCC(C1=CC(=C(C(=C1)Cl)N)Cl)O,277.19,2.2,58.3,4,3,3,0,0
C1CCC2=NC3=CC=CC=C3C(=C2C1)N,198.26,2.7,38.9,0,1,2,0,0
C(C(=O)CO)O,90.08,-1.4,57.5,2,2,3,0,0
C1CN(CCN1CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F)CCO,437.5,4.4,55.2,6,1,8,0,0
CC(C)NCC(C1=CC(=C(C=C1)O)O)O,211.26,-0.6,72.7,4,4,4,0,0
CCN(CC)CCCC(C)NC1=C2C=C(C=CC2=NC3=C1C=CC(=C3)Cl)OC,400.0,6.0,37.4,9,1,4,0,0
CCN(CC)CCOCCOC(=O)C1(CCCC1)C2=CC=CC=C2,333.5,3.8,38.8,11,0,4,0,0
CN,31.057,-0.7,26.0,0,1,1,0,0
C1=CC=C2C=C(C=CC2=C1)N,143.18,2.3,26.0,0,1,1,0,0
CN(C)CCN(CC1=CC=C(C=C1)OC)C2=CC=CC=N2,285.4,3.3,28.6,7,0,4,0,0
C1=NC(=C(N1C2C(C(C(O2)CO)O)O)N)C(=O)N,258.23,-2.2,157.0,3,5,7,0,0
CCC=CCC=CCC=CCC=CCC=CCC=CCCC(=O)O,328.5,6.2,37.3,14,1,2,0,0
CC(=CCCC(=CCCC(=CCO)C)C)C,222.37,4.8,20.2,7,1,1,0,0
C1C2C(C(C(O2)N3C=NC4=C(N=CN=C43)N)O)OP(=O)(O1)O,329.21,-2.6,155.0,1,3,10,0,0
C1=CC2=C(C=C1O)C(=CN2)CC(=O)O,191.18,1.1,73.3,2,3,3,0,0
C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)O)O)O)N,427.2,-4.6,233.0,6,6,14,0,0
C=CN1CCCC1=O,111.14,0.4,20.3,1,0,1,0,0
C1=CC=C2C(=C1)C(=O)C(=C(C2=O)Cl)N,207.61,2.1,60.2,0,1,3,0,0
CCCCCCCCCCCCCC(=O)OC1C(C2(C(C=C(CC3(C2C=C(C3=O)C)O)CO)C4C1(C4(C)C)OC(=O)C)O)C,616.8,6.5,130.0,17,3,8,0,0
C[N+]1(C2CC(CC1C3C2O3)OC(=O)C(CO)C4=CC=CC=C4)C,318.4,1.3,59.1,5,1,4,1,0
CCC1=CN=C(C=C1)CCOC2=CC=C(C=C2)CC3C(=O)NC(=O)S3,356.4,3.8,93.6,7,1,5,0,0
C1CN(CCN1CCOCC(=O)O)C(C2=CC=CC=C2)C3=CC=C(C=C3)Cl,388.9,1.7,53.0,8,1,5,0,0
C1CN(CCN1CCC2=C(C=C3C(=C2)CC(=O)N3)Cl)C4=NSC5=CC=CC=C54,412.9,4.0,76.7,4,1,5,0,0
C1CN(CCN1CCCN2C(=O)N3C=CC=CC3=N2)C4=CC(=CC=C4)Cl,371.9,2.8,42.4,5,0,4,0,0
CC12CC3CC(C1)(CC(C3)(C2)N)C,179.3,3.3,26.0,0,1,1,0,0
CC1=CC=C(C=C1)S(=O)(=O)N,171.22,0.8,68.5,1,1,3,0,0
CC(C)CCCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C,386.7,8.7,20.2,5,1,1,0,0
C1=CC(=CC=C1C=O)O,122.12,1.4,37.3,1,1,2,0,0
C1CCN(CC1)C(=O)C=CC=CC2=CC3=C(C=C2)OCO3,285.34,3.5,38.8,3,0,3,0,0
CC1CC(C(=O)C(C1)C(CC2CC(=O)NC(=O)C2)O)C,281.35,0.5,83.5,3,2,4,0,0
C1CCC(=O)C1,84.12,0.4,17.1,0,0,1,0,0
CN(C)C1=CC=CC=C1,121.18,2.3,3.2,1,0,1,0,0
CC1=CC=CC=C1N,107.15,1.3,26.0,0,1,1,0,0
CCC1C(=O)N(CC(=O)N(C(C(=O)NC(C(=O)N(C(C(=O)NC(C(=O)NC(C(=O)N(C(C(=O)N(C(C(=O)N(C(C(=O)N(C(C(=O)N1)C(C(C)CC=CC)O)C)C(C)C)C)CC(C)C)C)CC(C)C)C)C)C)CC(C)C)C)C(C)C)CC(C)C)C)C,1202.6,7.5,279.0,15,5,12,0,0
CC(CCC(=O)O)C1CCC2C1(CCC3C2C(CC4C3(CCC(C4)O)C)O)C,392.6,4.9,77.8,4,3,4,0,0
CC1=CC(=O)CC(C1)(C)C,138.21,1.6,17.1,0,0,1,0,0
CCCCC1=CC=CC=C1,134.22,4.4,0.0,3,0,0,0,0
C1=C(ONC1=O)CN,114.1,-1.4,64.4,1,2,3,0,0
C(C(=O)C(=O)O)C(=O)O,132.07,-0.6,91.7,3,2,5,0,0
CCCCCC(C=CC1C(CC(=O)C1CC=CCCCC(=O)O)O)O,352.5,2.8,94.8,12,3,5,0,0
CC(=O)C=O,72.06,-0.4,34.1,1,0,2,0,0
C=CC#N,53.06,0.2,23.8,0,0,1,0,0
CC(=O)OC=C,86.09,0.7,26.3,2,0,2,0,0
C1=CC2=C(C=C1O)C(=CN2)CC(C(=O)O)N,220.22,-1.2,99.3,3,4,4,0,0
C1=CC=C(C=C1)NC2=CC=CC3=CC=CC=C32,219.28,4.4,12.0,2,1,1,0,0
C(CC(=O)N)C(C(=O)O)N,146.14,-3.1,106.0,4,3,4,0,0
C1=CC=C2C=C3C=CC=CC3=CC2=C1,178.23,4.4,0.0,0,0,0,0,0
C1C(C(C(C=C1C(=O)O)O)O)O,174.15,-1.7,98.0,1,4,5,0,0
C1=CC=C(C=C1)[N+](=O)[O-],123.11,1.9,45.8,0,0,2,0,0
C1=CC=C(C=C1)CCN,121.18,1.4,26.0,2,1,1,0,0
CC1=C(C2=C(CCC(O2)(C)CCCC(C)CCCC(C)CCCC(C)C)C(=C1O)C)C,430.7,10.7,29.5,12,1,2,0,0
CC(C1=CC=CC=C1)O,122.16,1.4,20.2,1,1,1,0,0
CCC1=NC=CC(=C1)C(=S)N,166.25,1.1,71.0,2,1,2,0,0
COC1=CC=C(C=C1)N2C3=C(CCN(C3=O)C4=CC=C(C=C4)N5CCCCC5=O)C(=N2)C(=O)N,459.5,2.2,111.0,5,1,5,0,0
C1=CC(=CC=C1C2C(C(=O)N2C3=CC=C(C=C3)F)CCC(C4=CC=C(C=C4)F)O)O,409.4,4.0,60.8,6,2,5,0,0
CC1=C(ON=C1C)NS(=O)(=O)C2=CC=C(C=C2)N,267.31,1.0,107.0,3,2,6,0,0
CCN1CCN(CC1)C2=C(C=C3C(=C2)N(C=C(C3=O)C(=O)O)C4CC4)F,359.4,-0.2,64.099,4,1,7,0,0
CN1CCC(CC1)COC2=C(C=C3C(=C2)N=CN=C3NC4=C(C=C(C=C4)Br)F)OC,475.4,4.9,59.5,6,1,7,0,0
CN(C)C1=NC(=NC(=N1)N(C)C)N(C)C,210.28,2.7,48.4,3,0,6,0,0
CCS(=O)(=O)CCN1C(=NC=C1[N+](=O)[O-])C,247.27,-0.4,106.0,4,0,5,0,0
CC1=NN=C(S1)NS(=O)(=O)C2=CC=C(C=C2)N,270.3,0.5,135.0,3,2,7,0,0
C1=CC(=C(C=C1Cl)Cl)COC(CN2C=CN=C2)C3=C(C=C(C=C3)Cl)Cl,416.1,5.3,27.0,6,0,2,0,0
CC(=O)NS(=O)(=O)C1=CC=C(C=C1)N,214.24,-1.0,97.6,2,2,4,0,0
CCC1C(C(C(N(CC(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)N(C)C)O)(C)O)C)C)C)O)(C)O,749.0,4.0,180.0,7,5,14,0,0
CC1=NN=C(O1)C(=O)NC(C)(C)C2=NC(=C(C(=O)N2C)O)C(=O)NCC3=CC=C(C=C3)F,444.4,1.1,150.0,6,3,9,0,0
CN(CCCNC(=O)C1CCCO1)C2=NC3=CC(=C(C=C3C(=N2)N)OC)OC,389.4,1.7,112.0,8,2,8,0,0
CC(C)NCC(COC1=CC=C(C=C1)CCOC)O,267.36,1.9,50.7,9,2,4,0,0
C1COCC(=O)N1C2=CC=C(C=C2)N3CC(OC3=O)CNC(=O)C4=CC=C(S4)Cl,435.9,2.5,116.0,5,1,6,0,0
CS(=O)(=O)C1=CC(=C(C=C1)C(=O)NC2=CC(=C(C=C2)Cl)C3=CC=CC=N3)Cl,421.3,3.8,84.5,4,1,4,0,0
C1=CC2=C(C(=C1)O)N=CC=C2,145.16,2.0,33.1,0,1,2,0,0
CC1=NN=C(S1)SCC2=C(N3C(C(C3=O)NC(=O)CN4C=NN=N4)SC2)C(=O)O,454.5,-0.4,235.0,7,2,12,0,0
CCN(CC)CCNC(=O)C1=C(NC(=C1C)C=C2C3=C(C=CC(=C3)F)NC2=O)C,398.5,2.6,77.2,7,3,4,0,0
CCCS(=O)(=O)NC1=C(C(=C(C=C1)F)C(=O)C2=CNC3=C2C=C(C=N3)C4=CC=C(C=C4)Cl)F,489.9,5.0,100.0,7,2,7,0,0
CCC(CC)OC1C=C(CC(C1NC(=O)C)N)C(=O)OCC,312.4,1.1,90.6,8,2,5,0,0
CC1C2C(C3C(C(=O)C(=C(C3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O,444.4,-0.7,182.0,2,6,9,0,0
CC(C)NCC(COC1=CC=C(C=C1)COCCOC(C)C)O,325.4,1.9,60.0,12,2,5,0,0
C1CC(=O)NC1,85.1,-0.8,29.1,0,1,1,0,0
C(=O)(N)NO,76.055,-1.8,75.4,0,3,2,0,0
CC1=C(N=CN1)CSCCNC(=NC)NC#N,252.34,0.4,114.0,7,3,4,0,0
CC1=CC2=C(S1)NC3=CC=CC=C3N=C2N4CCN(CC4)C,312.4,2.9,59.1,1,1,4,0,0
CCNC1=NC(=NC(=N1)Cl)NC(C)C,215.68,2.6,62.7,4,2,5,0,0
CC(C)NCC(COC1=CC=CC2=C1C=CN2)O,248.32,1.8,57.3,6,3,3,0,0
C1=CC=C2C(=C1)C=CC3=CC=CC=C32,178.23,4.5,0.0,0,0,0,0,0
CCOP(=S)(OCC)OC1=NC(=C(C=C1Cl)Cl)Cl,350.6,5.3,72.7,6,0,5,0,0
C1=CC=C(C=C1)Cl,112.55,2.9,0.0,0,0,0,0,0
C(C(C(=O)O)N)SSCC(C(=O)O)N,240.3,-6.3,177.0,7,4,8,0,0
C1=CC=C(C(=C1)C=O)O,122.12,1.8,37.3,1,1,2,0,0
C1=CC=C(C=C1)Br,157.01,3.0,0.0,0,0,0,0,0
CC1C(C(C(C(O1)OC2C(C(C(OC2OC3=CC(=C4C(=O)CC(OC4=C3)C5=CC=C(C=C5)O)O)CO)O)O)O)O)O,580.5,-0.5,225.0,6,8,14,0,0
C1C(C(OC1N2C=NC3=C2NC=NCC3O)CO)O,268.27,-2.1,112.0,2,4,6,0,0
CCC1C(COC1=O)CC2=CN=CN2C,208.26,1.1,44.1,3,0,3,0,0
CC(C(C)O)O,90.12,-0.9,40.5,1,2,2,0,0
CC12CCC3C(C1CCC2O)CCC4=CC(=C(C=C34)OC)O,302.4,4.0,49.7,1,2,3,0,0
CC1=CC(=O)OC2=C1C=CC(=C2)O,176.17,1.9,46.5,0,1,3,0,0
CCCCC1=CN=C(C=C1)C(=O)O,179.22,2.6,50.2,4,1,3,0,0
CC1=CC=CC2=CC=CC=C12,142.2,3.9,0.0,0,0,0,0,0
CC(C)CC1C(=O)N2CCCC2C3(N1C(=O)C(O3)(C(C)C)NC(=O)C4CN(C5CC6=C(NC7=CC=CC(=C67)C5=C4)Br)C)O,654.6,3.8,118.0,5,3,6,0,0
CCC1=CC=C(C=C1)C(=O)NN(C(=O)C2=CC(=CC(=C2)C)C)C(C)(C)C,352.5,3.9,49.4,4,1,2,0,0
C1NC2=C(C=C(C(=C2)C(F)(F)F)S(=O)(=O)N)S(=O)(=O)N1,331.3,0.4,135.0,1,3,10,0,0
C(C(=O)O)Cl,94.5,0.2,37.3,1,1,2,0,0
CC1=CN=CC=C1,93.13,1.2,12.9,0,0,1,0,0
CNC=O,59.07,-1.0,29.1,0,1,1,0,0
CCCCCCCCCCCCCCCC,226.44,8.3,0.0,13,0,0,0,0
CC1=NN=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4,308.8,2.1,43.1,1,0,3,0,0
CCOC(=O)C1=CC=CC=C1C(=O)OCC,222.24,2.5,52.6,6,0,4,0,0
C1=CC=C(C=C1)CC2NC3=C(C=C(C(=C3)C(F)(F)F)S(=O)(=O)N)S(=O)(=O)N2,421.4,1.2,135.0,3,3,10,0,0
CN1C2CCC1CC(C2)OC(=O)C(CO)C3=CC=CC=C3,289.4,1.8,49.8,5,1,4,0,0
CC1=C(C(=O)C(=C(C1=O)OC)OC)CC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C,863.3,19.4,52.6,31,0,4,0,0
CC1=CC(=C(C(=C1CC2=NCCN2)C)O)C(C)(C)C,260.37,2.9,44.6,3,2,2,0,0
CC1=CC=C(C=C1)C,106.16,3.2,0.0,0,0,0,0,0
C1COCCO1,88.11,-0.3,18.5,0,0,2,0,0
C1C(=O)NC2=C(C=C(C=C2)[N+](=O)[O-])C(=N1)C3=CC=CC=C3,281.27,2.2,87.3,1,1,4,0,0
CC1=CC=C(C=C1)N(CC2=NCCN2)C3=CC(=CC=C3)O,281.35,2.6,47.9,4,2,3,0,0
C=CCC1=CC2=C(C=C1)OCO2,162.18,3.0,18.5,2,0,2,0,0
CC1=NN=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4Cl,343.2,2.4,43.1,1,0,3,0,0
COC=O,60.05,0.0,26.3,1,0,2,0,0
CCCCCC1=CC(=C(C(=C1)O)C2C=C(CCC2C(=C)C)C)O,314.5,6.5,40.5,6,2,2,0,0
C1C(O1)C2=CC=CC=C2,120.15,1.6,12.5,1,0,1,0,0
C(CNCCN)N,103.17,-2.1,64.099,4,3,3,0,0
CC12C(C=CC3(C1C(C45C3CCC(C4)(C(=C)C5)O)C(=O)O)OC2=O)O,346.4,0.2,104.0,1,3,6,0,0
CC1=CCC(=C(C)C)CC1,136.23,2.8,0.0,0,0,0,0,0
CNCC(C1=CC(=C(C=C1)O)O)O,183.2,-1.4,72.7,3,4,4,0,0
CC(CN1C2=CC=CC=C2SC3=CC=CC=C31)CN(C)C,298.4,4.7,31.8,4,0,3,0,0
C(C(C(C(C(C(=O)O)O)O)O)O)O,196.16,-3.4,138.0,5,6,7,0,0
C1=CC(=C(C=C1[N+](=O)[O-])[N+](=O)[O-])Cl,202.55,2.3,91.6,0,0,4,0,0
C(CNCCNCCN)N,146.23,-2.5,76.1,7,4,4,0,0
CC1(C(=O)N2C(C(=O)N3CCCC3C2(O1)O)CC4=CC=CC=C4)NC(=O)C5CC6C(CC7=CNC8=CC=CC6=C78)N(C5)C,583.7,2.4,118.0,4,3,6,0,0
CN=C1CN(C(=C2C=C(C=CC2=N1)Cl)C3=CC=CC=C3)O,299.75,2.4,48.2,1,1,3,0,0
CN1CCC2=C3C1CC4=C(C3=CC=C2)C(=C(C=C4)O)O,267.32,2.3,43.7,0,2,3,0,0
CC1CC2=C(C=C(C(=C2C(=O)O1)O)C(=O)NC(CC3=CC=CC=C3)C(=O)O)Cl,403.8,4.7,113.0,5,3,6,0,0
CC(C)N1C2=CC=CC=C2C(=C1C=CC(CC(CC(=O)O)O)O)C3=CC=C(C=C3)F,411.5,3.5,82.7,8,3,5,0,0
C1C(N(C2=C(N1)N=C(NC2=O)N)C=O)CNC3=CC=C(C=C3)C(=O)NC(CCC(=O)O)C(=O)O,473.4,-1.2,216.0,9,7,10,0,0
CC(=O)CC(C)(C)O,116.16,-0.2,37.3,2,1,2,0,0
CCCCCC=CCC(C=CC=CC=CC(CCCC(=O)O)O)O,336.5,4.1,77.8,14,3,4,0,0
CCC(C)(C)O,88.15,0.9,20.2,1,1,1,0,0
C1C(C(=O)OCC(C(=O)OCC(C(=O)O1)NC(=O)C2=C(C(=CC=C2)O)O)NC(=O)C3=C(C(=CC=C3)O)O)NC(=O)C4=C(C(=CC=C4)O)O,669.5,2.3,288.0,6,9,15,0,0
C1=NC2=C(C(=O)N1)N=CN2C3C(C(C(O3)COP(=O)(O)O)O)O,348.21,-3.0,176.0,4,5,10,0,0
CCOCC,74.12,0.9,9.2,2,0,1,0,0
CCCC=C,70.13,2.4,0.0,2,0,0,0,0
CC(=C)C1=CC=CC=C1,118.18,3.5,0.0,1,0,0,0,0
CC1CCC2C(C(OC3C24C1CCC(O3)(OO4)C)OC(=O)CCC(=O)O)C,384.4,2.5,101.0,5,1,8,0,0
CCCCC(CC)COC(=O)C1=CC=CC=C1C(=O)OCC(CC)CCCC,390.6,7.4,52.6,16,0,4,0,0
CC(C1=CN=C(C=C1)C(F)(F)F)S(=NC#N)(=O)C,277.27,2.2,74.5,2,0,7,0,0
CC(CC1=CC=CC=C1)N,135.21,1.8,26.0,2,1,1,0,0
CC(C)(C#N)O,85.1,-0.1,44.0,0,1,2,0,0
CN(C)CCO,89.14,-0.4,23.5,2,1,2,0,0
CC(C)(C)C1=C(C=CC(=C1)OC)O,180.24,3.2,29.5,2,1,2,0,0
CC1=C(C2=C(CCC(O2)(C)CCCC(C)CCCC(C)CCCC(C)C)C(=C1O)C)C,430.7,10.7,29.5,12,1,2,0,0
C1C(C(OC1N2C=NC3=C(N=CN=C32)N)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O,491.18,-4.4,259.0,8,6,16,0,0
C(C1C2C(C(C(O1)OC3C(OC(C(C3O)O)OC4C(OC(C(C4O)O)OC5C(OC(C(C5O)O)OC6C(OC(C(C6O)O)OC7C(OC(C(C7O)O)OC8C(OC(O2)C(C8O)O)CO)CO)CO)CO)CO)CO)O)O)O,1135.0,-15.0,554.0,7,21,35,0,0
CC1C=CC=CCCC=CC=CC=CC=CC(CC2C(C(CC(O2)(CC(C(CCC(CC(CC(CC(=O)OC(C(C1O)C)C)O)O)O)O)O)O)O)C(=O)O)OC3C(C(C(C(O3)C)O)N)O,926.1,-0.2,320.0,3,12,18,0,0
C1=CNC(=O)NC1=O,112.09,-1.1,58.2,0,2,2,0,0
CN1C=NC(=C1SC2=NC=NC3=C2NC=N3)[N+](=O)[O-],277.27,0.1,143.0,2,1,7,0,0
C1CN(CCC1(C2=CC=C(C=C2)Cl)O)CCCC(=O)C3=CC=C(C=C3)F,375.9,3.2,40.5,6,1,4,0,0
CN1C(=O)N2C=NC(=C2N=N1)C(=O)N,194.15,-1.1,106.0,1,1,5,0,0
C1=CC(=CC=C1CCCC(=O)O)N(CCCl)CCCl,304.2,1.7,40.5,9,1,3,0,0
CCCC1=NC2=C(N1CC3=CC=C(C=C3)C4=CC=CC=C4C(=O)O)C=C(C=C2C)C5=NC6=CC=CC=C6N5C,514.6,6.9,72.9,7,1,4,0,0
CC(CS(=O)(=O)C1=CC=C(C=C1)F)(C(=O)NC2=CC(=C(C=C2)C#N)C(F)(F)F)O,430.4,2.3,116.0,5,2,9,0,0
CC(=O)OCC(CCN1C=NC2=CN=C(N=C21)N)COC(=O)C,321.33,0.0,122.0,9,1,8,0,0
CCC1(C(=O)NCNC1=O)C2=CC=CC=C2,218.25,0.9,58.2,2,2,2,0,0
CC1=C(C(=O)N2CCCCC2=N1)CCN3CCC(CC3)C4=NOC5=C4C=CC(=C5)F,410.5,2.7,61.9,4,0,6,0,0
C1CCN(CC1)C2=NC(=NC3=C2N=C(N=C3N4CCCCC4)N(CCO)CCO)N(CCO)CCO,504.6,0.7,145.0,12,4,12,0,0
C1=NC(=NN1C2C(C(C(O2)CO)O)O)C(=O)N,244.2,-1.8,144.0,3,4,7,0,0
C1=COC(=C1)CNC2=CC(=C(C=C2C(=O)O)S(=O)(=O)N)Cl,330.74,2.0,131.0,5,3,7,0,0
CC12CCC3C(C1CCC2C(=O)NC(C)(C)C)CCC4C3(C=CC(=O)N4)C,372.5,3.0,58.2,2,2,2,0,0
C1=CC(=CC=C1N)S(=O)(=O)NC2=NC=CS2,255.3,0.1,122.0,3,2,6,0,0
C1CC(=O)NC(=O)C1N2C(=O)C3=CC=CC=C3C2=O,258.23,0.3,83.6,1,1,4,0,0
CCCCC1=NC(=C(N1CC2=CC=C(C=C2)C3=CC=CC=C3C4=NNN=N4)CO)Cl,422.9,4.3,92.5,8,2,5,0,0
CCCCC(=O)N(CC1=CC=C(C=C1)C2=CC=CC=C2C3=NNN=N3)C(C(C)C)C(=O)O,435.5,4.4,112.0,10,2,6,0,0
COC(=O)NC1=NC2=C(N1)C=C(C=C2)SC3=CC=CC=C3,299.3,3.6,92.3,4,2,4,0,0
CC1(OC2COC3(C(C2O1)OC(O3)(C)C)COS(=O)(=O)N)C,339.36,-0.8,124.0,3,1,9,0,0
CCN1C=C(C(=O)C2=CC3=C(C=C21)OCO3)C(=O)O,261.23,-0.2,76.1,2,1,6,0,0
C1=CC=C2C(=C1)C(=NO2)CS(=O)(=O)N,212.23,0.2,94.6,2,1,5,0,0
CC(=O)C1=CC(=C(C=C1)OCCCN2CCC(CC2)C3=NOC4=C3C=CC(=C4)F)OC,426.5,4.1,64.8,8,0,7,0,0
C1CC2=C(C=CC(=C2)Cl)C(=C3CCNCC3)C4=C1C=CC=N4,310.8,4.5,24.9,0,1,2,0,0
C1=CC2=C(C=C1Cl)NC(=O)O2,169.56,1.8,38.3,0,1,2,0,0
C1CN(P(=O)(OC1)NCCCl)CCCl,261.079,0.9,41.6,5,1,4,0,0
C1CC1C#CC2(C3=C(C=CC(=C3)Cl)NC(=O)O2)C(F)(F)F,315.67,4.0,38.3,1,1,5,0,0
CCC1(CC(=O)NC1=O)C,141.17,0.4,46.2,1,1,2,0,0
COC1=C(C(=NC=C1)CS(=O)C2=NC3=C(N2)C=C(C=C3)OC(F)F)OC,383.4,2.4,106.0,7,1,9,0,0
CCOC1=C(C=CC(=C1)CC(=O)NC(CC(C)C)C2=CC=CC=C2N3CCCCC3)C(=O)O,452.6,5.2,78.9,10,2,5,0,0
C1=CC=C2C(=C1)C(=O)NC2(C3=CC(=C(C=C3)Cl)S(=O)(=O)N)O,338.8,0.9,118.0,2,3,5,0,0
CN(CCC1=CC=C(C=C1)NS(=O)(=O)C)CCOC2=CC=C(C=C2)NS(=O)(=O)C,441.6,1.8,122.0,11,2,8,0,0
C1=CC(=CC=C1C(CC(=O)O)CN)Cl,213.66,-1.0,63.3,4,2,3,0,0
CCCNC(=O)NS(=O)(=O)C1=CC=C(C=C1)Cl,276.74,2.3,83.6,4,2,3,0,0
CC1=NC=CN1CC2CCC3=C(C2=O)C4=CC=CC=C4N3C,293.4,2.3,39.8,2,0,2,0,0
C1CC(CCC1CN)C(=O)O,157.21,-2.0,63.3,2,2,3,0,0
COC(=O)NC1=NC2=C(N1)C=C(C=C2)S(=O)C3=CC=CC=C3,315.3,2.3,103.0,4,2,5,0,0
C(CCNCCCN)CNCCCN,202.34,-1.1,76.1,11,4,4,0,0
C1=NC2=C(N1CCC(CO)CO)N=C(NC2=O)N,253.26,-1.9,126.0,5,4,5,0,0
C1=C(C=C(C=C1O)O)O,126.11,0.2,60.7,0,3,3,0,0
CSC1=NC2=CC(=C(C=C2N1)Cl)OC3=C(C(=CC=C3)Cl)Cl,359.7,5.7,63.2,3,1,3,0,0
COC1=C2C=COC2=C(C3=C1C=CC(=O)O3)OC,246.21,1.9,57.9,2,0,5,0,0
CC(=CCOC1=C2C=CC(=O)OC2=CC3=C1C=CO3)C,270.28,3.8,48.7,3,0,4,0,0
CCCC1=CC(=O)NC(=S)N1,170.23,0.8,73.2,2,2,2,0,0
CCCC1=NN(C2=C1N=C(NC2=O)C3=C(C=CC(=C3)S(=O)(=O)N4CCN(CC4)C)OCC)C,474.6,1.5,118.0,7,1,8,0,0
COC1=NC(=NC(=C1)NS(=O)(=O)C2=CC=C(C=C2)N)OC,310.33,1.6,125.0,5,2,8,0,0
COC1=C(C=CC(=C1)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O,316.26,1.9,116.0,2,4,7,0,0
CCCCCCCCCCCCCCCCOP(=O)([O-])OCC[N+](C)(C)C,407.6,6.7,58.6,20,0,4,0,0
C1CC(N(C1)C(=O)C(CCCCN)NC(CCC2=CC=CC=C2)C(=O)O)C(=O)O,405.5,-2.9,133.0,12,4,7,0,0
C1C(C(OC1N2C=NC3=C(N=C(N=C32)Cl)N)CO)O,285.69,0.8,119.0,2,3,7,0,0
CN(CC(=O)O)C(=N)N,131.13,-1.2,90.4,3,3,3,0,0
C1=CC(=CC=C1N)S(=O)(=O)C2=CC=C(C=C2)N,248.3,1.0,94.6,2,2,4,0,0
C1CNP(=O)(OC1)N(CCCl)CCCl,261.079,0.6,41.6,5,1,4,0,0
C1=CN(C=N1)CC(O)(P(=O)(O)O)P(=O)(O)O,272.09,-4.3,153.0,4,5,8,0,0
C1=CC=C2C(=C1)C(=O)C=C(N2)C(=O)O,189.17,1.3,66.4,1,2,4,0,0
C1CC2C3CCCN4C3C(CCC4)CN2C(=O)C1,248.36,1.6,23.6,0,0,2,0,0
CN(C)CC(C1=CC=C(C=C1)OC)C2(CCCCC2)O,277.4,2.9,32.7,5,1,3,0,0
C1=CC=C(C=C1)C(C2=CC=CC=C2)S(=O)CC(=O)N,273.4,1.7,79.4,5,1,3,0,0
CC(C)(C)C(=O)O,102.13,1.5,37.3,1,1,2,0,0
CC1=C(C(C(=C(N1)C)C(=O)OCCN(C)CC2=CC=CC=C2)C3=CC(=CC=C3)[N+](=O)[O-])C(=O)OC,479.5,3.8,114.0,10,1,8,0,0
CC1C(=O)OC2CCN3C2C(=CC3)COC(=O)C(C1(C)O)(C)O,325.36,-0.7,96.3,0,2,7,0,0
CC(C)(C)C(=O)OCOP(=O)(COCCN1C=NC2=C(N=CN=C21)N)OCOC(=O)C(C)(C)C,501.5,1.8,167.0,15,1,12,0,0
C1CN(CCN1C(=O)CCBr)C(=O)CCBr,356.05,0.4,40.6,4,0,2,0,0
COC1=C(C=C2C(=C1)C(=NC(=N2)N3CCN(CC3)C(=O)C4=CC=CO4)N)OC,383.4,2.0,107.0,4,1,8,0,0
C1C(=O)NC(=O)N1N=CC2=CC=C(O2)[N+](=O)[O-],238.16,-0.5,121.0,2,1,6,0,0
C1=C(OC(=C1)[N+](=O)[O-])C=NNC(=O)N,198.14,0.2,126.0,2,2,5,0,0
CC1=CC=CC=C1C(=O)NC2=CC(=C(C=C2)C(=O)N3CCCC(C4=C3C=CC(=C4)Cl)O)C,448.9,4.8,69.6,3,2,3,0,0
C(C(CO)([N+](=O)[O-])Br)O,199.99,-0.6,86.3,2,2,4,0,0
CC(CN1C2=CC=CC=C2SC3=CC=CC=C31)N(C)C,284.4,4.8,31.8,3,0,3,0,0
CC(C)(C)C(CCC1=CC=C(C=C1)Cl)(CN2C=NC=N2)O,307.82,3.7,50.9,6,1,3,0,0
CC(C(=O)O)C(=O)O,118.09,0.1,74.6,2,2,4,0,0
CC(C)C(C)C=CC(C)C1CCC2C1(CCC3C2=CC=C4C3(CCC(C4)O)C)C,396.6,7.4,20.2,4,1,1,0,0
